,name,category,brand,price,stock,rating
443,JBL Tune 660NC,Headphones,JBL,89,35,4.3
444,JBL Tune 760NC,Headphones,JBL,99,30,4.4
445,JBL Live 660NC,Headphones,JBL,149,25,4.5
446,JBL Tour One M2,Headphones,JBL,299,15,4.7
447,AirPods 2,Earbuds,Apple,129,40,4.4
448,AirPods 3,Earbuds,Apple,169,35,4.6
449,AirPods 4,Earbuds,Apple,179,30,4.7
450,AirPods Pro,Earbuds,Apple,199,25,4.7
451,AirPods Pro 2,Earbuds,Apple,249,30,4.8
452,Galaxy Buds,Earbuds,Samsung,99,30,4.3
453,Galaxy Buds Plus,Earbuds,Samsung,119,25,4.4
454,Galaxy Buds 2,Earbuds,Samsung,99,35,4.4
455,Galaxy Buds 2 Pro,Earbuds,Samsung,149,30,4.6
456,Galaxy Buds 3,Earbuds,Samsung,179,25,4.7
457,Galaxy Buds 3 Pro,Earbuds,Samsung,249,20,4.8
458,Sony WF-1000XM3,Earbuds,Sony,149,18,4.4
459,Sony WF-1000XM4,Earbuds,Sony,199,20,4.6
460,Sony WF-1000XM5,Earbuds,Sony,299,15,4.8
461,Pixel Buds A,Earbuds,Google,99,25,4.3
462,Pixel Buds Pro,Earbuds,Google,199,18,4.6
463,Pixel Buds Pro 2,Earbuds,Google,229,15,4.8
464,Beats Studio Buds,Earbuds,Beats,149,25,4.5
465,Beats Studio Buds Plus,Earbuds,Beats,169,20,4.6
466,Beats Fit Pro,Earbuds,Beats,199,18,4.7
467,Apple Magic Mouse,Accessories,Apple,79,30,4.6
468,Apple Magic Keyboard,Accessories,Apple,99,25,4.7
469,MagSafe Battery Pack,Accessories,Apple,99,25,4.4
470,Samsung 25W Charger,Accessories,Samsung,29,50,4.5
471,Samsung 45W Charger,Accessories,Samsung,49,45,4.6
472,Samsung Wireless Charger,Accessories,Samsung,59,35,4.5
473,Samsung SmartTag 2,Accessories,Samsung,29,40,4.4
474,Logitech MX Master 3S,Accessories,Logitech,99,30,4.8
475,Logitech MX Anywhere 3,Accessories,Logitech,79,25,4.6
476,Logitech K780 Keyboard,Accessories,Logitech,79,30,4.6
477,Logitech G502 Mouse,Accessories,Logitech,69,35,4.7
478,Anker PowerCore 10K,Accessories,Anker,29,50,4.6
479,Anker PowerCore 20K,Accessories,Anker,49,45,4.7
480,Anker 65W Charger,Accessories,Anker,59,40,4.8
481,Anker USB-C Hub,Accessories,Anker,39,35,4.6
482,Anker Power Station,Accessories,Anker,299,10,4.7
483,UGREEN USB-C Hub,Accessories,UGREEN,49,30,4.6
484,UGREEN 100W Charger,Accessories,UGREEN,79,25,4.8
485,UGREEN HDMI Cable,Accessories,UGREEN,19,50,4.5
486,Galaxy S25 Edge,Smartphone,Samsung,1099,14,4.8
487,Galaxy S25 FE,Smartphone,Samsung,699,22,4.6
488,Galaxy S24 FE,Smartphone,Samsung,649,28,4.5
489,Galaxy S23 FE,Smartphone,Samsung,599,25,4.5
490,Galaxy A16,Smartphone,Samsung,179,45,4.2
491,Galaxy A26,Smartphone,Samsung,299,38,4.4
492,Galaxy A36,Smartphone,Samsung,399,32,4.5
493,Galaxy A56,Smartphone,Samsung,499,28,4.6
494,iPhone 17e,Smartphone,Apple,749,18,4.7
495,iPhone 17 Plus,Smartphone,Apple,999,16,4.8
496,iPhone 15e,Smartphone,Apple,699,20,4.6
497,Pixel 9 Pro Fold,Smartphone,Google,1799,6,4.8
498,Pixel 10,Smartphone,Google,799,20,4.8
499,Pixel 10 Pro,Smartphone,Google,999,14,4.9
500,Pixel 10 Pro XL,Smartphone,Google,1199,10,4.9
501,Pixel 10a,Smartphone,Google,499,25,4.7
502,Xiaomi 15T,Smartphone,Xiaomi,599,25,4.7
503,Xiaomi 15T Pro,Smartphone,Xiaomi,799,18,4.8
504,Xiaomi 15 Ultra,Smartphone,Xiaomi,1199,10,4.9
505,Redmi Note 14 Pro 5G,Smartphone,Redmi,399,30,4.6
506,Redmi Note 14 Pro Plus 5G,Smartphone,Redmi,499,22,4.7
507,Redmi A3,Smartphone,Redmi,109,50,4.0
508,Redmi A5,Smartphone,Redmi,129,45,4.1
509,Poco F6 Pro,Smartphone,Poco,549,25,4.7
510,Poco F7,Smartphone,Poco,599,22,4.8
511,Poco X6 Pro,Smartphone,Poco,399,30,4.6
512,Poco X7,Smartphone,Poco,449,28,4.7
513,OnePlus 13T,Smartphone,OnePlus,699,20,4.8
514,OnePlus Ace 3,Smartphone,OnePlus,499,18,4.6
515,OnePlus Ace 5,Smartphone,OnePlus,599,20,4.7
516,OnePlus Nord CE 3,Smartphone,OnePlus,299,30,4.3
517,OnePlus Nord CE 4,Smartphone,OnePlus,349,28,4.5
518,OnePlus Nord CE 5,Smartphone,OnePlus,399,25,4.6
519,OPPO Find N2,Smartphone,OPPO,1299,7,4.5
520,OPPO Find N3,Smartphone,OPPO,1599,6,4.7
521,OPPO Find N5,Smartphone,OPPO,1699,5,4.8
522,OPPO Find X8,Smartphone,OPPO,899,15,4.8
523,OPPO Find X8 Pro,Smartphone,OPPO,1099,10,4.9
524,OPPO Reno 13 Pro,Smartphone,OPPO,649,18,4.7
525,OPPO A58,Smartphone,OPPO,199,35,4.2
526,OPPO A78,Smartphone,OPPO,249,30,4.3
527,OPPO A98,Smartphone,OPPO,299,25,4.4
528,vivo X200 Pro Mini,Smartphone,vivo,899,12,4.8
529,vivo X200 Ultra,Smartphone,vivo,1199,8,4.9
530,vivo V50,Smartphone,vivo,499,25,4.6
531,vivo V50 Pro,Smartphone,vivo,599,18,4.7
532,vivo Y22,Smartphone,vivo,179,35,4.1
533,vivo Y27,Smartphone,vivo,199,32,4.2
534,vivo Y36,Smartphone,vivo,229,30,4.3
535,vivo Y100,Smartphone,vivo,299,28,4.4
536,Honor Magic V2,Smartphone,Honor,1599,6,4.7
537,Honor Magic V3,Smartphone,Honor,1699,6,4.8
538,Honor Magic V5,Smartphone,Honor,1799,5,4.9
539,Honor X8,Smartphone,Honor,199,30,4.2
540,Honor X9,Smartphone,Honor,249,28,4.3
541,Honor X9b,Smartphone,Honor,349,25,4.5
542,Honor X50,Smartphone,Honor,299,35,4.4
543,Honor X60,Smartphone,Honor,329,30,4.5
544,Motorola Razr 2022,Smartphone,Motorola,699,10,4.3
545,Motorola Razr 40 Ultra,Smartphone,Motorola,899,10,4.6
546,Motorola Razr 50 Ultra,Smartphone,Motorola,999,8,4.8
547,Motorola Edge 30 Fusion,Smartphone,Motorola,499,15,4.4
548,Motorola Edge 40 Neo,Smartphone,Motorola,399,22,4.5
549,Motorola Edge 50 Fusion,Smartphone,Motorola,449,20,4.5
550,Motorola Edge 50 Pro,Smartphone,Motorola,599,18,4.7
551,Motorola ThinkPhone,Smartphone,Motorola,699,12,4.5
552,Sony Xperia 1 VII,Smartphone,Sony,1399,6,4.8
553,Sony Xperia 5 II,Smartphone,Sony,599,8,4.1
554,Sony Xperia 10 VII,Smartphone,Sony,499,15,4.4
555,Sony Xperia Pro-I,Smartphone,Sony,1199,5,4.5
556,ASUS ROG Phone 9 Pro,Smartphone,ASUS,1299,7,4.9
557,ASUS ROG Phone 8 Pro,Smartphone,ASUS,1199,8,4.8
558,ASUS Zenfone 11 Ultra,Smartphone,ASUS,999,10,4.8
559,ASUS Zenfone 12 Ultra,Smartphone,ASUS,1099,8,4.9
560,Tecno Phantom V Fold2,Smartphone,Tecno,999,7,4.6
561,Tecno Phantom V Flip2,Smartphone,Tecno,699,10,4.5
562,Tecno Camon 40,Smartphone,Tecno,299,30,4.5
563,Tecno Camon 40 Pro,Smartphone,Tecno,399,25,4.6
564,Infinix Zero 30,Smartphone,Infinix,299,30,4.4
565,Infinix Zero 40,Smartphone,Infinix,349,28,4.5
566,Infinix Note 40 Pro Plus,Smartphone,Infinix,329,25,4.6
567,Infinix GT 30 Pro,Smartphone,Infinix,399,25,4.7
568,ZTE Nubia Z50,Smartphone,ZTE,499,15,4.4
569,Nubia Z60 Ultra,Smartphone,ZTE,699,12,4.7
570,Nubia Z70 Ultra,Smartphone,ZTE,799,10,4.8
571,Nubia RedMagic 8 Pro,Smartphone,ZTE,699,10,4.6
572,Nubia RedMagic 9 Pro,Smartphone,ZTE,799,10,4.8
573,Nubia RedMagic 10 Pro,Smartphone,ZTE,899,8,4.9
574,MacBook Air M4,Laptop,Apple,1099,15,4.9
575,MacBook Pro M4 Pro,Laptop,Apple,1999,10,4.9
576,MacBook Pro M4 Max,Laptop,Apple,3199,5,4.9
577,MacBook Pro M3 Pro,Laptop,Apple,2499,7,4.8
578,Dell Latitude 5440,Laptop,Dell,899,15,4.5
579,Dell Latitude 5540,Laptop,Dell,999,12,4.5
580,Dell Precision 3580,Laptop,Dell,1299,10,4.6
581,Dell Precision 5680,Laptop,Dell,1999,6,4.8
582,Dell G15 Gaming,Laptop,Dell,1099,15,4.6
583,Dell Alienware m16,Laptop,Dell,1899,7,4.8
584,HP ProBook 450,Laptop,HP,799,18,4.4
585,HP EliteBook 840,Laptop,HP,1199,12,4.6
586,HP Omen 16,Laptop,HP,1299,10,4.7
587,HP Victus 15,Laptop,HP,899,15,4.6
588,HP Victus 16,Laptop,HP,999,12,4.7
589,HP Dragonfly,Laptop,HP,1599,6,4.7
590,Lenovo ThinkPad X1 Carbon,Laptop,Lenovo,1499,10,4.8
591,Lenovo ThinkPad X1 Yoga,Laptop,Lenovo,1599,8,4.7
592,Lenovo Yoga Slim 7,Laptop,Lenovo,899,15,4.6
593,Lenovo Yoga Pro 7,Laptop,Lenovo,1199,10,4.7
594,Lenovo LOQ 15,Laptop,Lenovo,999,15,4.6
595,Lenovo Legion Slim 5,Laptop,Lenovo,1299,12,4.7
596,ASUS TUF Gaming A15,Laptop,ASUS,999,15,4.6
597,ASUS TUF Gaming A16,Laptop,ASUS,1099,12,4.7
598,ASUS ROG Zephyrus G14,Laptop,ASUS,1599,8,4.9
599,ASUS ROG Zephyrus G16,Laptop,ASUS,1899,7,4.9
600,ASUS ProArt Studiobook,Laptop,ASUS,1999,5,4.8
601,Acer Aspire 3,Laptop,Acer,399,30,4.1
602,Acer Aspire 5,Laptop,Acer,499,28,4.3
603,Acer Swift Go 14,Laptop,Acer,749,20,4.5
604,Acer Swift Go 16,Laptop,Acer,849,18,4.6
605,Acer Predator Triton,Laptop,Acer,1799,6,4.8
606,Acer Predator Helios Neo,Laptop,Acer,1299,10,4.7
607,MSI Modern 14,Laptop,MSI,699,20,4.3
608,MSI Katana 15,Laptop,MSI,999,15,4.6
609,MSI Cyborg 15,Laptop,MSI,899,15,4.5
610,MSI Raider GE68,Laptop,MSI,1999,6,4.8
611,MSI Titan 18,Laptop,MSI,3999,4,4.9
612,Razer Blade 14,Laptop,Razer,1999,6,4.8
613,Razer Blade 15,Laptop,Razer,2499,5,4.9
614,Razer Blade 16,Laptop,Razer,2999,5,4.9
615,Razer Blade 18,Laptop,Razer,3499,4,4.9
616,Microsoft Surface Laptop 5,Laptop,Microsoft,999,12,4.5
617,Surface Laptop 7,Laptop,Microsoft,1199,10,4.7
618,Surface Pro 9,Tablet,Microsoft,999,12,4.6
619,Surface Pro 10,Tablet,Microsoft,1099,10,4.7
620,Surface Pro 11,Tablet,Microsoft,1199,8,4.8
621,Galaxy Tab S10 FE,Tablet,Samsung,499,20,4.6
622,Galaxy Tab S10 FE Plus,Tablet,Samsung,649,15,4.7
623,Galaxy Tab Active 5,Tablet,Samsung,649,10,4.5
624,iPad Mini 7,Tablet,Apple,499,15,4.8
625,iPad Air 11 M3,Tablet,Apple,599,18,4.8
626,iPad Air 13 M3,Tablet,Apple,799,15,4.9
627,iPad Pro 11 M4 2TB,Tablet,Apple,1999,5,4.9
628,iPad Pro 13 M4 2TB,Tablet,Apple,2399,4,4.9
629,OnePlus Pad,Tablet,OnePlus,399,20,4.6
630,OnePlus Pad 2,Tablet,OnePlus,549,15,4.8
631,Xiaomi Pad 6S Pro,Tablet,Xiaomi,699,12,4.8
632,Huawei MatePad 11,Tablet,Huawei,399,15,4.5
633,Huawei MatePad Pro,Tablet,Huawei,699,10,4.7
634,Huawei MatePad 12,Tablet,Huawei,599,12,4.6
635,Amazon Fire HD 8,Tablet,Amazon,99,40,4.1
636,Amazon Fire HD 10 Plus,Tablet,Amazon,179,30,4.3
637,Amazon Fire Max 11,Tablet,Amazon,229,25,4.5
638,Google Pixel Tablet,Tablet,Google,499,15,4.6
639,Lenovo Legion Tab,Tablet,Lenovo,599,12,4.7
640,Lenovo Yoga Tab 13,Tablet,Lenovo,499,10,4.5
641,Apple Watch SE 2,Smartwatch,Apple,249,25,4.6
642,Apple Watch Series 8 GPS,Smartwatch,Apple,349,18,4.6
643,Apple Watch Series 9 GPS,Smartwatch,Apple,399,20,4.8
644,Apple Watch Series 10 GPS,Smartwatch,Apple,449,18,4.8
645,Apple Watch Series 10 Titanium,Smartwatch,Apple,799,8,4.9
646,Galaxy Watch 5 Pro,Smartwatch,Samsung,449,12,4.6
647,Galaxy Watch 6 LTE,Smartwatch,Samsung,349,18,4.7
648,Galaxy Watch 7 LTE,Smartwatch,Samsung,399,15,4.8
649,Galaxy Watch 8,Smartwatch,Samsung,399,18,4.8
650,Galaxy Watch 8 Classic,Smartwatch,Samsung,499,12,4.9
651,Pixel Watch 3 45mm,Smartwatch,Google,399,12,4.8
652,Pixel Watch 3 41mm,Smartwatch,Google,349,15,4.7
653,Garmin Venu 3S,Smartwatch,Garmin,449,8,4.8
654,Garmin Forerunner 965,Smartwatch,Garmin,599,7,4.9
655,Garmin Fenix 8,Smartwatch,Garmin,999,5,4.9
656,Amazfit GTR 4,Smartwatch,Amazfit,199,20,4.5
657,Amazfit Balance,Smartwatch,Amazfit,229,18,4.6
658,Amazfit Active,Smartwatch,Amazfit,149,25,4.4
659,Huawei Watch 4 Pro,Smartwatch,Huawei,549,8,4.7
660,Huawei Watch GT 5 Pro,Smartwatch,Huawei,449,10,4.8
661,Fitbit Versa 4,Smartwatch,Fitbit,199,20,4.4
662,Fitbit Sense 2,Smartwatch,Fitbit,249,15,4.5
663,Fitbit Charge 6,Smartwatch,Fitbit,159,25,4.6
664,Galaxy Buds FE,Earbuds,Samsung,79,40,4.4
665,Galaxy Buds Live,Earbuds,Samsung,99,30,4.3
666,Galaxy Buds Pro,Earbuds,Samsung,149,25,4.5
667,AirPods Max USB-C,Headphones,Apple,549,12,4.8
668,Beats Studio Pro,Headphones,Beats,349,15,4.7
669,Beats Solo 4,Headphones,Beats,199,20,4.6
670,Beats Solo Buds,Earbuds,Beats,79,30,4.3
671,JBL Live 770NC,Headphones,JBL,199,25,4.6
672,JBL Tour One M2,Headphones,JBL,299,18,4.7
673,JBL Tune 770NC,Headphones,JBL,129,30,4.5
674,Bose Noise Cancelling 700,Headphones,Bose,379,10,4.7
675,Bose QuietComfort Ultra Earbuds,Earbuds,Bose,299,15,4.8
676,Sony LinkBuds S,Earbuds,Sony,199,18,4.6
677,Sony LinkBuds Fit,Earbuds,Sony,199,15,4.7
678,Sony ULT Wear,Headphones,Sony,199,20,4.6
679,Sennheiser Momentum 4,Headphones,Sennheiser,349,12,4.8
680,Sennheiser Momentum True Wireless 4,Earbuds,Sennheiser,299,10,4.8
681,Sennheiser HD 660S2,Headphones,Sennheiser,599,6,4.9
682,Anker Soundcore Q30,Headphones,Anker,79,30,4.4
683,Anker Soundcore Q45,Headphones,Anker,149,25,4.6
684,Anker Soundcore Liberty 4,Earbuds,Anker,129,30,4.5
685,Anker Soundcore Liberty 4 NC,Earbuds,Anker,99,35,4.6
686,JBL Flip 6,Speaker,JBL,129,30,4.7
687,JBL Charge 5,Speaker,JBL,179,25,4.8
688,JBL Xtreme 3,Speaker,JBL,349,15,4.7
689,JBL Xtreme 4,Speaker,JBL,399,12,4.8
690,JBL Boombox 3,Speaker,JBL,499,10,4.8
691,Bose SoundLink Flex,Speaker,Bose,149,20,4.7
692,Bose SoundLink Max,Speaker,Bose,399,10,4.8
693,Sony SRS-XB23,Speaker,Sony,99,25,4.4
694,Sony SRS-XE300,Speaker,Sony,149,20,4.5
695,Sony ULT Field 1,Speaker,Sony,149,18,4.6
696,Sony ULT Field 7,Speaker,Sony,499,8,4.8
697,Amazon Echo Dot 5,Smart Speaker,Amazon,49,40,4.5
698,Amazon Echo 4,Smart Speaker,Amazon,99,25,4.6
699,Google Nest Mini,Smart Speaker,Google,49,35,4.4
700,Google Nest Audio,Smart Speaker,Google,99,20,4.6
701,Apple HomePod Mini,Smart Speaker,Apple,99,20,4.7
702,Apple HomePod 2,Smart Speaker,Apple,299,10,4.8
703,Amazon Fire TV Stick,Streaming,Amazon,39,40,4.5
704,Amazon Fire TV Stick 4K,Streaming,Amazon,49,35,4.6
705,Google Chromecast,Streaming,Google,39,30,4.5
706,Apple TV 4K,Streaming,Apple,129,20,4.8
707,Roku Express,Streaming,Roku,29,35,4.4
708,Apple Magic Trackpad,Accessories,Apple,129,20,4.7
709,Apple USB-C Cable,Accessories,Apple,19,50,4.4
710,Apple Thunderbolt Cable,Accessories,Apple,39,35,4.6
711,Samsung USB-C Cable,Accessories,Samsung,15,50,4.4
712,Samsung 65W Charger,Accessories,Samsung,69,35,4.7
713,Google 30W Charger,Accessories,Google,25,40,4.5
714,Google Pixel Stand,Accessories,Google,79,20,4.6
715,Anker 100W Charger,Accessories,Anker,79,30,4.8
716,Anker MagGo Power Bank,Accessories,Anker,89,20,4.7
717,Belkin 3-in-1 Charger,Accessories,Belkin,149,15,4.8
718,Belkin MagSafe Charger,Accessories,Belkin,39,35,4.6
719,Belkin USB-C Hub,Accessories,Belkin,69,25,4.6
720,Spigen iPhone Case,Accessories,Spigen,29,50,4.7
721,Spigen Galaxy Case,Accessories,Spigen,29,45,4.7
722,OtterBox iPhone Case,Accessories,OtterBox,49,35,4.8
723,OtterBox Galaxy Case,Accessories,OtterBox,49,30,4.7
724,SanDisk 128GB,Storage,SanDisk,19,50,4.6
725,SanDisk 256GB,Storage,SanDisk,29,45,4.7
726,SanDisk 512GB,Storage,SanDisk,49,35,4.8
727,SanDisk 1TB SSD,Storage,SanDisk,99,25,4.8
728,Samsung 256GB MicroSD,Storage,Samsung,25,40,4.7
729,Samsung 512GB MicroSD,Storage,Samsung,45,30,4.8
730,WD 1TB SSD,Storage,Western Digital,89,25,4.7
731,WD 2TB SSD,Storage,Western Digital,159,18,4.8
732,Seagate 1TB HDD,Storage,Seagate,49,30,4.5
733,Seagate 2TB HDD,Storage,Seagate,69,25,4.6
734,Canon EOS R50,Camera,Canon,699,10,4.7
735,Canon EOS R10,Camera,Canon,899,8,4.8
736,Canon EOS R7,Camera,Canon,1499,6,4.8
737,Sony Alpha A6400,Camera,Sony,899,8,4.7
738,Sony Alpha A6700,Camera,Sony,1399,6,4.8
739,Sony Alpha A7 IV,Camera,Sony,2499,5,4.9
740,Nikon Z50,Camera,Nikon,849,8,4.6
741,Nikon Z6 II,Camera,Nikon,1599,6,4.8
742,Nikon Z8,Camera,Nikon,3599,4,4.9
743,GoPro Hero 11,Camera,GoPro,399,15,4.7
744,GoPro Hero 12,Camera,GoPro,449,15,4.8
745,GoPro Hero 13,Camera,GoPro,499,12,4.9
746,DJI Osmo Action 4,Camera,DJI,399,12,4.8
747,DJI Osmo Action 5,Camera,DJI,449,10,4.9
748,DJI Pocket 3,Camera,DJI,599,10,4.8
749,DJI Mini 3,Drone,DJI,469,8,4.7
750,DJI Mini 4 Pro,Drone,DJI,759,7,4.9
751,DJI Air 3,Drone,DJI,1099,6,4.8
752,DJI Mavic 3,Drone,DJI,1599,5,4.9
753,PlayStation 5,Console,Sony,499,15,4.8
754,PlayStation 5 Slim,Console,Sony,499,18,4.8
755,PlayStation 5 Pro,Console,Sony,699,10,4.9
756,Xbox Series S,Console,Microsoft,299,20,4.7
757,Xbox Series X,Console,Microsoft,499,15,4.8
758,Nintendo Switch,Console,Nintendo,299,20,4.7
759,Nintendo Switch OLED,Console,Nintendo,349,18,4.8
760,Nintendo Switch Lite,Console,Nintendo,199,25,4.6
761,Steam Deck 256GB,Console,Valve,399,12,4.7
762,Steam Deck OLED,Console,Valve,549,10,4.9
763,Meta Quest 2,VR Headset,Meta,299,15,4.6
764,Meta Quest 3,VR Headset,Meta,499,12,4.8
765,Meta Quest 3S,VR Headset,Meta,299,18,4.7
766,Apple Vision Pro,VR Headset,Apple,3499,4,4.8
767,Meta Quest Pro,VR Headset,Meta,999,6,4.5
768,Keychron K2,Keyboard,Keychron,89,20,4.7
769,Keychron K8,Keyboard,Keychron,99,18,4.8
770,Razer BlackWidow V3,Keyboard,Razer,139,15,4.7
771,Razer Huntsman V3,Keyboard,Razer,199,12,4.8
772,Corsair K70,Keyboard,Corsair,169,15,4.7
773,Logitech G Pro Keyboard,Keyboard,Logitech,149,18,4.8
774,Logitech G Pro X Superlight,Mouse,Logitech,159,15,4.9
775,Razer DeathAdder V3,Mouse,Razer,69,25,4.8
776,Razer Viper V3 Pro,Mouse,Razer,159,15,4.9
777,Corsair Dark Core RGB,Mouse,Corsair,99,20,4.6
778,Logitech G305,Mouse,Logitech,49,35,4.7
779,Logitech G502 X,Mouse,Logitech,139,20,4.8
780,Razer BlackShark V2,Headphones,Razer,99,20,4.7
781,Razer BlackShark V2 Pro,Headphones,Razer,179,15,4.8
782,Corsair HS80,Headphones,Corsair,149,18,4.7
783,SteelSeries Arctis Nova 7,Headphones,SteelSeries,179,15,4.8
784,iPhone 16e 128GB,Smartphone,Apple,699,25,4.6
785,iPhone 16e 256GB,Smartphone,Apple,799,18,4.7
786,iPhone 16 128GB,Smartphone,Apple,899,30,4.8
787,iPhone 16 256GB,Smartphone,Apple,999,22,4.8
788,iPhone 16 Pro 128GB,Smartphone,Apple,1099,18,4.9
789,iPhone 16 Pro 256GB,Smartphone,Apple,1199,15,4.9
790,iPhone 16 Pro 512GB,Smartphone,Apple,1399,10,4.9
791,iPhone 16 Pro Max 256GB,Smartphone,Apple,1299,12,4.9
792,iPhone 16 Pro Max 512GB,Smartphone,Apple,1499,8,4.9
793,iPhone 16 Pro Max 1TB,Smartphone,Apple,1699,5,4.9
794,Galaxy S24 128GB,Smartphone,Samsung,699,30,4.6
795,Galaxy S24 256GB,Smartphone,Samsung,749,25,4.7
796,Galaxy S24 Plus 256GB,Smartphone,Samsung,849,20,4.7
797,Galaxy S24 Plus 512GB,Smartphone,Samsung,949,15,4.8
798,Galaxy S24 Ultra 256GB,Smartphone,Samsung,1199,15,4.8
799,Galaxy S24 Ultra 512GB,Smartphone,Samsung,1299,12,4.9
800,Galaxy S24 Ultra 1TB,Smartphone,Samsung,1499,6,4.9
801,Galaxy S25 128GB,Smartphone,Samsung,799,25,4.7
802,Galaxy S25 256GB,Smartphone,Samsung,849,20,4.8
803,Galaxy S25 Ultra 256GB,Smartphone,Samsung,1299,15,4.9
804,Galaxy S25 Ultra 512GB,Smartphone,Samsung,1399,10,4.9
805,Galaxy S25 Ultra 1TB,Smartphone,Samsung,1599,5,4.9
806,Pixel 9 128GB,Smartphone,Google,799,22,4.7
807,Pixel 9 256GB,Smartphone,Google,899,18,4.8
808,Pixel 9 Pro 128GB,Smartphone,Google,999,15,4.8
809,Pixel 9 Pro 256GB,Smartphone,Google,1099,12,4.9
810,Pixel 9 Pro XL 256GB,Smartphone,Google,1199,10,4.9
811,Pixel 9 Pro XL 512GB,Smartphone,Google,1299,7,4.9
812,Xiaomi 14 256GB,Smartphone,Xiaomi,699,25,4.7
813,Xiaomi 14 512GB,Smartphone,Xiaomi,799,18,4.8
814,Xiaomi 14 Ultra 512GB,Smartphone,Xiaomi,1099,10,4.9
815,Xiaomi 15 256GB,Smartphone,Xiaomi,699,25,4.7
816,Xiaomi 15 512GB,Smartphone,Xiaomi,799,18,4.8
817,Xiaomi 15 Ultra 512GB,Smartphone,Xiaomi,1199,10,4.9
818,Redmi Note 13 128GB,Smartphone,Redmi,249,40,4.4
819,Redmi Note 13 256GB,Smartphone,Redmi,299,35,4.5
820,Redmi Note 14 128GB,Smartphone,Redmi,279,40,4.4
821,Redmi Note 14 256GB,Smartphone,Redmi,329,30,4.5
822,OnePlus 12 256GB,Smartphone,OnePlus,799,20,4.8
823,OnePlus 12 512GB,Smartphone,OnePlus,899,15,4.8
824,OnePlus 13 256GB,Smartphone,OnePlus,899,18,4.8
825,OnePlus 13 512GB,Smartphone,OnePlus,999,12,4.9
826,OPPO Find X8 256GB,Smartphone,OPPO,899,15,4.7
827,OPPO Find X8 Pro 512GB,Smartphone,OPPO,1099,10,4.9
828,vivo X100 Pro 512GB,Smartphone,vivo,999,10,4.8
829,vivo X200 Pro 512GB,Smartphone,vivo,1099,8,4.9
830,Honor Magic 7 Pro 512GB,Smartphone,Honor,1099,10,4.9
831,Motorola Edge 50 Ultra 512GB,Smartphone,Motorola,799,12,4.8
832,ASUS ROG Phone 9 Pro 512GB,Smartphone,ASUS,1299,7,4.9
833,Tecno Phantom V Fold2 512GB,Smartphone,Tecno,999,6,4.6
834,MacBook Air M2 256GB,Laptop,Apple,999,20,4.8
835,MacBook Air M2 512GB,Laptop,Apple,1199,15,4.8
836,MacBook Air M3 256GB,Laptop,Apple,1099,18,4.9
837,MacBook Air M3 512GB,Laptop,Apple,1299,12,4.9
838,MacBook Air M4 256GB,Laptop,Apple,1099,20,4.9
839,MacBook Air M4 512GB,Laptop,Apple,1299,15,4.9
840,MacBook Pro M4 512GB,Laptop,Apple,1999,10,4.9
841,MacBook Pro M4 1TB,Laptop,Apple,2399,7,4.9
842,Dell XPS 13 Core i7,Laptop,Dell,1299,12,4.7
843,Dell XPS 15 Core i7,Laptop,Dell,1599,10,4.8
844,Dell XPS 17 Core i9,Laptop,Dell,2199,6,4.9
845,Dell Inspiron 14,Laptop,Dell,649,20,4.3
846,Dell Inspiron 16 Plus,Laptop,Dell,899,15,4.5
847,Dell G16 Gaming,Laptop,Dell,1499,8,4.8
848,HP Pavilion Aero,Laptop,HP,749,18,4.5
849,HP Envy x360,Laptop,HP,999,15,4.6
850,HP Spectre x360 14,Laptop,HP,1399,8,4.8
851,HP Omen 17,Laptop,HP,1599,7,4.8
852,HP Victus 16 RTX,Laptop,HP,1099,12,4.7
853,Lenovo IdeaPad Slim 3,Laptop,Lenovo,499,25,4.2
854,Lenovo IdeaPad Slim 5,Laptop,Lenovo,699,20,4.5
855,Lenovo ThinkPad E16,Laptop,Lenovo,849,15,4.6
856,Lenovo ThinkPad T16,Laptop,Lenovo,1399,10,4.8
857,Lenovo Legion 5 Pro,Laptop,Lenovo,1499,10,4.8
858,Lenovo Legion 9,Laptop,Lenovo,2499,5,4.9
859,ASUS VivoBook S15,Laptop,ASUS,799,18,4.5
860,ASUS ZenBook 14 OLED,Laptop,ASUS,1099,12,4.8
861,ASUS ROG Strix G18,Laptop,ASUS,1799,8,4.8
862,ASUS ROG Zephyrus M16,Laptop,ASUS,1999,6,4.9
863,MSI Prestige 14,Laptop,MSI,999,12,4.5
864,MSI Creator Z16,Laptop,MSI,1799,7,4.8
865,MSI Stealth 16,Laptop,MSI,1999,6,4.8
866,MSI Vector 16,Laptop,MSI,1499,8,4.7
867,Acer Aspire Vero,Laptop,Acer,699,15,4.4
868,Acer Swift X,Laptop,Acer,999,12,4.6
869,Acer Predator Helios 16,Laptop,Acer,1699,7,4.8
870,Razer Blade 14 2025,Laptop,Razer,2199,5,4.9
871,Razer Blade 16 2025,Laptop,Razer,2999,4,4.9
872,Microsoft Surface Laptop 7 13,Laptop,Microsoft,999,12,4.7
873,Microsoft Surface Laptop 7 15,Laptop,Microsoft,1199,10,4.8
874,iPad 10 64GB,Tablet,Apple,449,25,4.6
875,iPad 10 256GB,Tablet,Apple,599,18,4.7
876,iPad Air M2 128GB,Tablet,Apple,599,20,4.8
877,iPad Air M2 256GB,Tablet,Apple,699,15,4.8
